epoch,train_loss,val_loss
1,0.3356467856844859,0.21214308010207283
2,0.1690659692038351,0.19287630915641785
3,0.15600176822783343,0.14681358718209797
4,0.11831561448191528,0.10768972585598628
5,0.11054796519786564,0.10184424660272068
6,0.09795411425962378,0.09958435884780353
7,0.09932236017575904,0.10936903415454759
8,0.0860820122396768,0.10539832214514415
9,0.08227694262541942,0.08736882358789444
10,0.07822835606647961,0.09780830227666432
11,0.0783087378506785,0.09119403527842627
12,0.07615118134600013,0.08677411824464798
13,0.07676259795231606,0.08927151395214929
14,0.07243171512190975,0.0922111032737626
15,0.07427056817643678,0.0901818581753307
16,0.07213794106422965,0.08308149460289213
17,0.07347103397348034,0.07885496442516644
18,0.07201601834550722,0.07420247048139572
19,0.0665124481849706,0.07794585285915269
20,0.06911292077222866,0.0751698770456844
