epoch,train_loss,val_loss
1,0.1648101901162916,0.1561385542154312
2,0.08951352458836427,0.0842421046561665
3,0.07290985034917717,0.13166384233368766
4,0.07139538434236797,0.09712678028477563
5,0.06770874131748926,0.07695022225379944
6,0.05702505527592417,0.06401566871338421
7,0.05310287565660121,0.055437210119432874
8,0.04904792093630157,0.07422964233491156
9,0.0511537511457703,0.0706377232240306
10,0.047772768384485104,0.053346239030361176
11,0.04647509306113222,0.052326523802346654
12,0.04723032228926669,0.055421415302488536
13,0.0480826916729114,0.05216099652979109
14,0.049681500490032025,0.05630227944089307
15,0.04595761195714794,0.05284740237726106
16,0.04444973287520124,0.06124960258603096
17,0.045431667049206904,0.05784548260271549
18,0.04358328689834965,0.0471038944605324
19,0.04467435887278016,0.0510070723377996
20,0.04231686653819547,0.04406409524381161
