epoch,train_loss,val_loss
1,0.0713654503837895,0.03562348480853769
2,0.03460309012278692,0.03372568409476015
3,0.02799660545676502,0.01934291236102581
4,0.020234737642554203,0.026849012821912766
5,0.018420072439223972,0.017457282843275204
6,0.01737753986450496,0.031335869804024696
7,0.017455301560294716,0.02085712645202875
8,0.016519636541271386,0.018334501267721254
9,0.016521005085043942,0.01999749584744374
10,0.014867977023736309,0.018994353763345215
11,0.015078581688897823,0.0191469963433014
12,0.015131294338116006,0.015920341635743778
13,0.014134382273056615,0.02138037917514642
14,0.01360647666698961,0.019501007368995085
15,0.015229857971530352,0.018718702873835962
16,0.01453710904122511,0.014282389647430845
17,0.014449701811284271,0.014577268726295896
18,0.014094128725188436,0.01384237470726172
19,0.012581945181504559,0.01762521525637971
20,0.012884099112907008,0.013273690154569017
