epoch,train_loss,val_loss
1,0.57357821936038,0.38146746820873684
2,0.28508506292727454,0.24462056656678519
3,0.2565919808042583,0.249599513080385
4,0.2046127327120126,0.20705401400725046
5,0.1650261046059096,0.16109669539663526
6,0.147092845568906,0.1565684899687767
7,0.15177252960961257,0.17201331506172815
8,0.14921782043442797,0.14595497482352787
9,0.14491385455006983,0.1465223522649871
10,0.14135767119144327,0.14591602815522087
11,0.13037733733654022,0.1379599165585306
12,0.1281228289564154,0.13874018233683375
13,0.12475228331871886,0.13880896609690455
14,0.1297422946611447,0.1641737843553225
15,0.13247909641532757,0.1424161758687761
16,0.1253297222194387,0.12023721469773187
17,0.12115330237950851,0.12640324317746693
18,0.1200712809144561,0.11724104566706552
19,0.11060096573696207,0.12908976111147138
20,0.11022911304190977,0.11529175481862491
