epoch,train_loss,val_loss
1,0.20792705376646411,0.1173467453983095
2,0.10384307879565367,0.1740849961837133
3,0.08316124152781358,0.08919561861289872
4,0.06687417237171486,0.06446130987670687
5,0.05991421295190925,0.055787390718857445
6,0.0574725221620122,0.06702449855705102
7,0.060108168273052175,0.06006970442831516
8,0.052562768306972374,0.061512553650471896
9,0.053167853337615284,0.05463018992708789
10,0.049205292711284626,0.07727219040195148
11,0.05111635020419733,0.07530674959222476
12,0.0481933254136968,0.06737375818192959
13,0.04712401380512252,0.057182588511043124
14,0.04544777350861635,0.05257150303158495
15,0.04674007654634874,0.05812939546174473
16,0.04581898628775753,0.057298704981803894
17,0.04766202131425267,0.05026711647709211
18,0.04705373436879756,0.04628440075450473
19,0.0419884872998097,0.05595093054903878
20,0.0425126033543206,0.04427399900224474
