epoch,train_loss,val_loss
1,0.6145728728664455,0.4341276288032532
2,0.3242018734341237,0.39708199931515586
3,0.26032431579347864,0.2751030921936035
4,0.2073811377162364,0.2542418854104148
5,0.19527229966957177,0.18881099257204267
6,0.20474056499217874,0.20438419116867912
7,0.20349331133401216,0.21516038560205036
8,0.18595100716868443,0.2437075732482804
9,0.16919763642015742,0.1661934049593078
10,0.16904008888931416,0.20053999622662863
11,0.16948882890726202,0.18548186702860725
12,0.1590840416168099,0.1784217216902309
13,0.15592427629588254,0.1710416931245062
14,0.15198571568549568,0.21648624704943764
15,0.1634484141397832,0.1792848159869512
16,0.1544001280927836,0.15760606196191576
17,0.14880631825149948,0.15938618116908604
18,0.15555113620722472,0.27374691433376735
19,0.14415157363930745,0.151397113998731
20,0.14229411086929378,0.16147273033857346
