epoch,train_loss,val_loss
1,0.6407555826564333,0.5521945224867927
2,0.5039459195599627,0.47501110865010154
3,0.41793142948577655,0.4942912624941932
4,0.37361479761885175,0.3372894840108024
5,0.33510621025491116,0.3172130170795653
6,0.2916391305069425,0.29111077388127643
7,0.2751953655214452,0.2703472127517064
8,0.2693434173046653,0.25935763451788163
9,0.2501012113556933,0.23389590779940286
10,0.24209516617789198,0.28448011974493664
11,0.22509686003870039,0.26113959815767074
12,0.2261430666740261,0.2288762264781528
13,0.2124429529727395,0.2304952343304952
14,0.21289852461708125,0.22189202076858944
15,0.2034942495511539,0.1976755162080129
16,0.20538071743143138,0.19071946127547157
17,0.20405724233210976,0.20269795424408382
18,0.18754611942750304,0.18620838556024763
19,0.18769794291079933,0.18376609020762974
20,0.18616374693254925,0.2018421987692515
