epoch,train_loss,val_loss
1,0.2669785106137617,0.28549282087220085
2,0.1380372423289427,0.10745395554436578
3,0.11083207590811288,0.1076766587793827
4,0.08954635696179832,0.15264178067445755
5,0.09006109008037333,0.1390883665945795
6,0.08107307519930512,0.086453125708633
7,0.08014440419736193,0.08416061641441451
8,0.07863138132353327,0.09426573167244594
9,0.07772014718224753,0.1225463052590688
10,0.0726772274877598,0.08544375374913216
11,0.0721610334159723,0.08050765097141266
12,0.06986799588732755,0.08852366689178678
13,0.07291620897490587,0.22989344265725878
14,0.07364726433558251,0.09540597390797403
15,0.06989056814406346,0.07220888055033153
16,0.06721443249218499,0.07095698308613566
17,0.06946099466129915,0.0861785618795289
18,0.06786340800350282,0.06925713995264636
19,0.0757619986838814,0.13594627132018408
20,0.07335428159628342,0.07908967675434218
