epoch,train_loss,val_loss
1,0.5709647958848014,0.39776885675059426
2,0.33982170072954093,0.3186749683486091
3,0.26345517119364953,0.3004946493440204
4,0.23341750531499064,0.21542887058522966
5,0.199441102792078,0.2188752285308308
6,0.22281643992929318,0.22516288194391462
7,0.20080673994857873,0.18141047159830728
8,0.17424717156299904,0.1746195132533709
9,0.16716933784200183,0.18545332385434043
10,0.17105653270411847,0.18260787592993843
11,0.16268643036262312,0.16783274710178375
12,0.15130889671507167,0.15273671680026585
13,0.15641401485720677,0.20406880809201133
14,0.15726816264995888,0.1811445661716991
15,0.17171269799791164,0.20389630728297764
16,0.1640544439207262,0.16882938808865017
17,0.15549834928850628,0.1624595820903778
18,0.14977754163208293,0.1592061064309544
19,0.1523017713160657,0.1663136159380277
20,0.15473955547186866,0.15269075665209028
